anuncio,campanha,veiculo,data,modalidade,objetivo,publico,investimento,impressoes,cliques,motivo,dentro_do_plano,par_com_denominador,chave_par
Marcasfilial_filial_acaocashback-janeiro_alcance_2301,Alcance,Meta Ads,2023-01-04,Acaocashback Janeiro,Alcance,N/a,79.12,10454,13,campanha fora do plano,False,False,Alcance | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312,Inauguracao Florianopolis,Meta Ads,2023-12-15,Inauguracao,Alcance,Nao Socios,2052.65,486280,835,campanha fora do plano,False,False,Inauguracao Florianopolis | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312,Inauguracao Florianopolis,Tiktok Ads,2023-12-15,Inauguracao,Alcance,Nao Socios,310.4,36800,71,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312,Inauguracao Florianopolis,Meta Ads,2023-12-16,Inauguracao,Alcance,Nao Socios,2202.24,528466,891,campanha fora do plano,False,False,Inauguracao Florianopolis | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312,Inauguracao Florianopolis,Tiktok Ads,2023-12-16,Inauguracao,Alcance,Nao Socios,365.04,38509,81,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312,Inauguracao Florianopolis,Meta Ads,2023-12-17,Inauguracao,Alcance,Nao Socios,2320.04,572037,1080,campanha fora do plano,False,False,Inauguracao Florianopolis | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312,Inauguracao Florianopolis,Tiktok Ads,2023-12-17,Inauguracao,Alcance,Nao Socios,370.42,37819,99,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312,Inauguracao Florianopolis,Meta Ads,2023-12-18,Inauguracao,Alcance,Nao Socios,2189.95,584997,1007,campanha fora do plano,False,False,Inauguracao Florianopolis | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312,Inauguracao Florianopolis,Tiktok Ads,2023-12-18,Inauguracao,Alcance,Nao Socios,364.63,37371,75,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312,Inauguracao Florianopolis,Meta Ads,2023-12-19,Inauguracao,Alcance,Nao Socios,1998.8,552043,941,campanha fora do plano,False,False,Inauguracao Florianopolis | Meta Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312,Inauguracao Florianopolis,Tiktok Ads,2023-12-19,Inauguracao,Alcance,Nao Socios,347.36,37123,82,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312_florianopolis,Inauguracao Florianopolis,Youtube Ads,2023-12-01,Inauguracao,Alcance,Nao Socios,525.5706,47874,60,campanha fora do plano,False,False,Inauguracao Florianopolis | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312_florianopolis,Inauguracao Florianopolis,Youtube Ads,2023-12-02,Inauguracao,Alcance,Nao Socios,524.8175,50211,126,campanha fora do plano,False,False,Inauguracao Florianopolis | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312_florianopolis,Inauguracao Florianopolis,Youtube Ads,2023-12-03,Inauguracao,Alcance,Nao Socios,524.2511,53203,189,campanha fora do plano,False,False,Inauguracao Florianopolis | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312_florianopolis,Inauguracao Florianopolis,Youtube Ads,2023-12-04,Inauguracao,Alcance,Nao Socios,524.6032,54215,183,campanha fora do plano,False,False,Inauguracao Florianopolis | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312_florianopolis,Inauguracao Florianopolis,Youtube Ads,2023-12-05,Inauguracao,Alcance,Nao Socios,525.0668000000001,52296,114,campanha fora do plano,False,False,Inauguracao Florianopolis | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312_florianopolis,Inauguracao Florianopolis,Youtube Ads,2023-12-06,Inauguracao,Alcance,Nao Socios,524.964,52497,161,campanha fora do plano,False,False,Inauguracao Florianopolis | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312_florianopolis,Inauguracao Florianopolis,Youtube Ads,2023-12-07,Inauguracao,Alcance,Nao Socios,875.9007999999999,85664,383,campanha fora do plano,False,False,Inauguracao Florianopolis | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312_florianopolis,Inauguracao Florianopolis,Youtube Ads,2023-12-08,Inauguracao,Alcance,Nao Socios,878.3541,89362,387,campanha fora do plano,False,False,Inauguracao Florianopolis | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312_florianopolis,Inauguracao Florianopolis,Youtube Ads,2023-12-09,Inauguracao,Alcance,Nao Socios,876.7417,86683,362,campanha fora do plano,False,False,Inauguracao Florianopolis | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312_florianopolis,Inauguracao Florianopolis,Youtube Ads,2023-12-10,Inauguracao,Alcance,Nao Socios,873.7425000000001,89023,413,campanha fora do plano,False,False,Inauguracao Florianopolis | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312_florianopolis,Inauguracao Florianopolis,Youtube Ads,2023-12-11,Inauguracao,Alcance,Nao Socios,878.083,86152,424,campanha fora do plano,False,False,Inauguracao Florianopolis | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312_florianopolis,Inauguracao Florianopolis,Youtube Ads,2023-12-12,Inauguracao,Alcance,Nao Socios,879.3087,84792,435,campanha fora do plano,False,False,Inauguracao Florianopolis | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312_florianopolis,Inauguracao Florianopolis,Youtube Ads,2023-12-13,Inauguracao,Alcance,Nao Socios,878.9626,84013,451,campanha fora do plano,False,False,Inauguracao Florianopolis | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312_florianopolis,Inauguracao Florianopolis,Youtube Ads,2023-12-14,Inauguracao,Alcance,Nao Socios,879.5469,85193,545,campanha fora do plano,False,False,Inauguracao Florianopolis | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312_florianopolis,Inauguracao Florianopolis,Youtube Ads,2023-12-15,Inauguracao,Alcance,Nao Socios,881.0416,83375,421,campanha fora do plano,False,False,Inauguracao Florianopolis | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312_florianopolis,Inauguracao Florianopolis,Youtube Ads,2023-12-16,Inauguracao,Alcance,Nao Socios,881.3807,81671,471,campanha fora do plano,False,False,Inauguracao Florianopolis | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312_florianopolis,Inauguracao Florianopolis,Youtube Ads,2023-12-17,Inauguracao,Alcance,Nao Socios,883.8648,84831,478,campanha fora do plano,False,False,Inauguracao Florianopolis | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312_florianopolis,Inauguracao Florianopolis,Youtube Ads,2023-12-18,Inauguracao,Alcance,Nao Socios,884.8572,83516,543,campanha fora do plano,False,False,Inauguracao Florianopolis | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_alcance_interesses_2312_florianopolis,Inauguracao Florianopolis,Youtube Ads,2023-12-19,Inauguracao,Alcance,Nao Socios,888.7294,82602,514,campanha fora do plano,False,False,Inauguracao Florianopolis | Youtube Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_visualizacao-video_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-01,Inauguracao,Video Views,Nao Socios,66.63,19862,36,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_visualizacao-video_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-02,Inauguracao,Video Views,Nao Socios,146.85,50037,116,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_visualizacao-video_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-03,Inauguracao,Video Views,Nao Socios,143.86,45561,100,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_visualizacao-video_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-04,Inauguracao,Video Views,Nao Socios,145.25,42039,107,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_visualizacao-video_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-05,Inauguracao,Video Views,Nao Socios,145.37,45018,108,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_visualizacao-video_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-06,Inauguracao,Video Views,Nao Socios,143.32999999999998,41627,80,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_visualizacao-video_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-07,Inauguracao,Video Views,Nao Socios,147.79,37776,73,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_visualizacao-video_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-08,Inauguracao,Video Views,Nao Socios,143.34,35032,60,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_visualizacao-video_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-09,Inauguracao,Video Views,Nao Socios,148.02,34711,76,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_visualizacao-video_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-10,Inauguracao,Video Views,Nao Socios,144.99,31151,78,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_visualizacao-video_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-11,Inauguracao,Video Views,Nao Socios,142.76,35803,95,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_visualizacao-video_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-12,Inauguracao,Video Views,Nao Socios,143.45999999999998,39478,89,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_visualizacao-video_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-13,Inauguracao,Video Views,Nao Socios,154.09,37969,85,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_visualizacao-video_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-14,Inauguracao,Video Views,Nao Socios,142.91000000000005,36435,75,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_visualizacao-video_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-15,Inauguracao,Video Views,Nao Socios,143.89,41328,107,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_visualizacao-video_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-16,Inauguracao,Video Views,Nao Socios,143.28,38181,91,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_visualizacao-video_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-17,Inauguracao,Video Views,Nao Socios,143.62,35218,68,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_visualizacao-video_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-18,Inauguracao,Video Views,Nao Socios,147.37,34603,89,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_visualizacao-video_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-19,Inauguracao,Video Views,Nao Socios,140.3,35649,73,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_visualizacao-video_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-20,Inauguracao,Video Views,Nao Socios,139.79000000000002,34272,67,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_visualizacao-video_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-21,Inauguracao,Video Views,Nao Socios,142.88,31343,73,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_visualizacao-video_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-22,Inauguracao,Video Views,Nao Socios,150.43,29123,58,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_visualizacao-video_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-23,Inauguracao,Video Views,Nao Socios,145.39,24205,45,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_visualizacao-video_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-24,Inauguracao,Video Views,Nao Socios,145.26000000000002,19585,45,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_visualizacao-video_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-25,Inauguracao,Video Views,Nao Socios,73.07,14986,43,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_visualizacao-video_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-26,Inauguracao,Video Views,Nao Socios,0.35,52,0,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_visualizacao-video_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-27,Inauguracao,Video Views,Nao Socios,97.78,17458,48,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_visualizacao-video_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-28,Inauguracao,Video Views,Nao Socios,238.23,39616,79,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_visualizacao-video_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-29,Inauguracao,Video Views,Nao Socios,221.26,33239,70,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_visualizacao-video_interesses_2311,Inauguracao Florianopolis,Tiktok Ads,2023-11-30,Inauguracao,Video Views,Nao Socios,224.45,33646,71,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_visualizacao-video_interesses_2312,Inauguracao Florianopolis,Tiktok Ads,2023-12-01,Inauguracao,Video Views,Nao Socios,101.02,27645,47,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_visualizacao-video_interesses_2312,Inauguracao Florianopolis,Tiktok Ads,2023-12-02,Inauguracao,Video Views,Nao Socios,108.82,28182,68,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_visualizacao-video_interesses_2312,Inauguracao Florianopolis,Tiktok Ads,2023-12-03,Inauguracao,Video Views,Nao Socios,106.8,29261,67,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_visualizacao-video_interesses_2312,Inauguracao Florianopolis,Tiktok Ads,2023-12-04,Inauguracao,Video Views,Nao Socios,106.38,27600,63,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_visualizacao-video_interesses_2312,Inauguracao Florianopolis,Tiktok Ads,2023-12-05,Inauguracao,Video Views,Nao Socios,102.52,23373,51,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_visualizacao-video_interesses_2312,Inauguracao Florianopolis,Tiktok Ads,2023-12-06,Inauguracao,Video Views,Nao Socios,106.79,21858,68,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_visualizacao-video_interesses_2312,Inauguracao Florianopolis,Tiktok Ads,2023-12-07,Inauguracao,Video Views,Nao Socios,109.25,22177,42,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_visualizacao-video_interesses_2312,Inauguracao Florianopolis,Tiktok Ads,2023-12-08,Inauguracao,Video Views,Nao Socios,103.43,19890,50,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
Marcasfilial_filial_inauguracao_inauguracao-florianopolis_nsocios_visualizacao-video_interesses_2312,Inauguracao Florianopolis,Tiktok Ads,2023-12-09,Inauguracao,Video Views,Nao Socios,111.86,23862,57,campanha fora do plano,False,False,Inauguracao Florianopolis | Tiktok Ads
